Jour;Datation;Date_Format_1;Demiheure;Flux;Sous_Flux;Poids;Commande
Vendredi;05/01/2024;20240105;15:30:00;Open;Mobile;0,043627179;51,6545799
Vendredi;05/01/2024;20240105;16:00:00;Open;Mobile;0,044292111;52,44185913
Vendredi;05/01/2024;20240105;16:30:00;Open;Mobile;0,042761333;50,62941773
Vendredi;05/01/2024;20240105;17:00:00;Open;Mobile;0,046516523;55,07556304
Vendredi;05/01/2024;20240105;17:30:00;Open;Mobile;0,0462008;54,701747
Vendredi;05/01/2024;20240105;18:00:00;Open;Mobile;0,044698724;52,92328888
Vendredi;05/01/2024;20240105;18:30:00;Open;Mobile;0,037910679;44,88624404
Vendredi;05/01/2024;20240105;19:00:00;Open;Mobile;0,025310461;29,96758577
Vendredi;05/01/2024;20240105;19:30:00;Open;Mobile;0,016460649;19,48940893
Vendredi;05/01/2024;20240105;20:00:00;Open;Mobile;0;0
Vendredi;05/01/2024;20240105;20:30:00;Open;Mobile;0;0
Vendredi;05/01/2024;20240105;21:00:00;Open;Mobile;0;0
Vendredi;05/01/2024;20240105;21:30:00;Open;Mobile;0;0
Samedi;06/01/2024;20240106;08:00:00;Open;Mobile;0,021014715;14,98349151
Samedi;06/01/2024;20240106;08:30:00;Open;Mobile;0,027620979;19,69375825
Samedi;06/01/2024;20240106;09:00:00;Open;Mobile;0,043411913;30,95269417
Samedi;06/01/2024;20240106;09:30:00;Open;Mobile;0,054237385;38,67125581
Samedi;06/01/2024;20240106;10:00:00;Open;Mobile;0,060173935;42,90401542
Samedi;06/01/2024;20240106;10:30:00;Open;Mobile;0,06102543;43,51113163
Samedi;06/01/2024;20240106;11:00:00;Open;Mobile;0,058528348;41,73071219
Samedi;06/01/2024;20240106;11:30:00;Open;Mobile;0,050362603;35,908536
Samedi;06/01/2024;20240106;12:00:00;Open;Mobile;0,038298157;27,30658617
Samedi;06/01/2024;20240106;12:30:00;Open;Mobile;0,034289432;24,44836494
Samedi;06/01/2024;20240106;13:00:00;Open;Mobile;0,036083313;25,72740189
Samedi;06/01/2024;20240106;13:30:00;Open;Mobile;0,040082471;28,57880159
Samedi;06/01/2024;20240106;14:00:00;Open;Mobile;0,042957464;30,62867148
Samedi;06/01/2024;20240106;14:30:00;Open;Mobile;0,041785461;29,793034
Samedi;06/01/2024;20240106;15:00:00;Open;Mobile;0,042349936;30,1955043
Samedi;06/01/2024;20240106;15:30:00;Open;Mobile;0,043627179;31,1061786
Samedi;06/01/2024;20240106;16:00:00;Open;Mobile;0,044292111;31,58027497
Samedi;06/01/2024;20240106;16:30:00;Open;Mobile;0,042761333;30,4888301
Samedi;06/01/2024;20240106;17:00:00;Open;Mobile;0,046516523;33,16628078
Samedi;06/01/2024;20240106;17:30:00;Open;Mobile;0,0462008;32,94117028
Samedi;06/01/2024;20240106;18:00:00;Open;Mobile;0,044698724;31,87019001
Samedi;06/01/2024;20240106;18:30:00;Open;Mobile;0,037910679;27,03031419
Samedi;06/01/2024;20240106;19:00:00;Open;Mobile;0,025310461;18,04635866
Samedi;06/01/2024;20240106;19:30:00;Open;Mobile;0,016460649;11,73644305
Samedi;06/01/2024;20240106;20:00:00;Open;Mobile;0;0
Samedi;06/01/2024;20240106;20:30:00;Open;Mobile;0;0
Samedi;06/01/2024;20240106;21:00:00;Open;Mobile;0;0
Samedi;06/01/2024;20240106;21:30:00;Open;Mobile;0;0
Dimanche;07/01/2024;20240107;08:00:00;Open;Mobile;0,021014715;0
Dimanche;07/01/2024;20240107;08:30:00;Open;Mobile;0,027620979;0
Dimanche;07/01/2024;20240107;09:00:00;Open;Mobile;0,043411913;0
Dimanche;07/01/2024;20240107;09:30:00;Open;Mobile;0,054237385;0
Dimanche;07/01/2024;20240107;10:00:00;Open;Mobile;0,060173935;0
Dimanche;07/01/2024;20240107;10:30:00;Open;Mobile;0,06102543;0
Dimanche;07/01/2024;20240107;11:00:00;Open;Mobile;0,058528348;0
Dimanche;07/01/2024;20240107;11:30:00;Open;Mobile;0,050362603;0
Dimanche;07/01/2024;20240107;12:00:00;Open;Mobile;0,038298157;0
Dimanche;07/01/2024;20240107;12:30:00;Open;Mobile;0,034289432;0
Dimanche;07/01/2024;20240107;13:00:00;Open;Mobile;0,036083313;0
Dimanche;07/01/2024;20240107;13:30:00;Open;Mobile;0,040082471;0
Dimanche;07/01/2024;20240107;14:00:00;Open;Mobile;0,042957464;0
Dimanche;07/01/2024;20240107;14:30:00;Open;Mobile;0,041785461;0
Dimanche;07/01/2024;20240107;15:00:00;Open;Mobile;0,042349936;0
Dimanche;07/01/2024;20240107;15:30:00;Open;Mobile;0,043627179;0
Dimanche;07/01/2024;20240107;16:00:00;Open;Mobile;0,044292111;0
Dimanche;07/01/2024;20240107;16:30:00;Open;Mobile;0,042761333;0
Dimanche;07/01/2024;20240107;17:00:00;Open;Mobile;0,046516523;0
Dimanche;07/01/2024;20240107;17:30:00;Open;Mobile;0,0462008;0
Dimanche;07/01/2024;20240107;18:00:00;Open;Mobile;0,044698724;0
Dimanche;07/01/2024;20240107;18:30:00;Open;Mobile;0,037910679;0
Dimanche;07/01/2024;20240107;19:00:00;Open;Mobile;0,025310461;0
Dimanche;07/01/2024;20240107;19:30:00;Open;Mobile;0,016460649;0
Dimanche;07/01/2024;20240107;20:00:00;Open;Mobile;0;0
Dimanche;07/01/2024;20240107;20:30:00;Open;Mobile;0;0
Dimanche;07/01/2024;20240107;21:00:00;Open;Mobile;0;0
Dimanche;07/01/2024;20240107;21:30:00;Open;Mobile;0;0
Lundi;08/01/2024;20240108;08:00:00;Open;Mobile;0,021014715;26,07926083
Lundi;08/01/2024;20240108;08:30:00;Open;Mobile;0,027620979;34,27763533
Lundi;08/01/2024;20240108;09:00:00;Open;Mobile;0,043411913;53,87418438
Lundi;08/01/2024;20240108;09:30:00;Open;Mobile;0,054237385;67,30859532
Lundi;08/01/2024;20240108;10:00:00;Open;Mobile;0,060173935;74,67585293
Lundi;08/01/2024;20240108;10:30:00;Open;Mobile;0,06102543;75,7325587
Lundi;08/01/2024;20240108;11:00:00;Open;Mobile;0,058528348;72,63367999
Lundi;08/01/2024;20240108;11:30:00;Open;Mobile;0,050362603;62,49999043
Lundi;08/01/2024;20240108;12:00:00;Open;Mobile;0,038298157;47,52801324
Lundi;08/01/2024;20240108;12:30:00;Open;Mobile;0,034289432;42,55318498
Lundi;08/01/2024;20240108;13:00:00;Open;Mobile;0,036083313;44,77939094
Lundi;08/01/2024;20240108;13:30:00;Open;Mobile;0,040082471;49,74234611
Lundi;08/01/2024;20240108;14:00:00;Open;Mobile;0,042957464;53,3102122
Lundi;08/01/2024;20240108;14:30:00;Open;Mobile;0,041785461;51,85575764
Lundi;08/01/2024;20240108;15:00:00;Open;Mobile;0,042349936;52,55627045
Lundi;08/01/2024;20240108;15:30:00;Open;Mobile;0,043627179;54,1413291
Lundi;08/01/2024;20240108;16:00:00;Open;Mobile;0,044292111;54,96650944
Lundi;08/01/2024;20240108;16:30:00;Open;Mobile;0,042761333;53,06681369
Lundi;08/01/2024;20240108;17:00:00;Open;Mobile;0,046516523;57,72700484
Lundi;08/01/2024;20240108;17:30:00;Open;Mobile;0,0462008;57,33519259
Lundi;08/01/2024;20240108;18:00:00;Open;Mobile;0,044698724;55,47111613
Lundi;08/01/2024;20240108;18:30:00;Open;Mobile;0,037910679;47,04715275
Lundi;08/01/2024;20240108;19:00:00;Open;Mobile;0,025310461;31,41028205
Lundi;08/01/2024;20240108;19:30:00;Open;Mobile;0,016460649;20,42766595
Lundi;08/01/2024;20240108;20:00:00;Open;Mobile;0;0
Lundi;08/01/2024;20240108;20:30:00;Open;Mobile;0;0
Lundi;08/01/2024;20240108;21:00:00;Open;Mobile;0;0
Lundi;08/01/2024;20240108;21:30:00;Open;Mobile;0;0
Mardi;09/01/2024;20240109;08:00:00;Open;Mobile;0,021014715;24,71330438
Mardi;09/01/2024;20240109;08:30:00;Open;Mobile;0,027620979;32,48227167
Mardi;09/01/2024;20240109;09:00:00;Open;Mobile;0,043411913;51,05241002
Mardi;09/01/2024;20240109;09:30:00;Open;Mobile;0,054237385;63,78316527
Mardi;09/01/2024;20240109;10:00:00;Open;Mobile;0,060173935;70,76454718
Mardi;09/01/2024;20240109;10:30:00;Open;Mobile;0,06102543;71,76590574
Mardi;09/01/2024;20240109;11:00:00;Open;Mobile;0,058528348;68,82933736
Mardi;09/01/2024;20240109;11:30:00;Open;Mobile;0,050362603;59,22642123
Mardi;09/01/2024;20240109;12:00:00;Open;Mobile;0,038298157;45,03863302
Mardi;09/01/2024;20240109;12:30:00;Open;Mobile;0,034289432;40,3243719
Mardi;09/01/2024;20240109;13:00:00;Open;Mobile;0,036083313;42,43397562
Mardi;09/01/2024;20240109;13:30:00;Open;Mobile;0,040082471;47,13698552
Mardi;09/01/2024;20240109;14:00:00;Open;Mobile;0,042957464;50,51797708
Mardi;09/01/2024;20240109;14:30:00;Open;Mobile;0,041785461;49,13970265
Mardi;09/01/2024;20240109;15:00:00;Open;Mobile;0,042349936;49,80352462
Mardi;09/01/2024;20240109;15:30:00;Open;Mobile;0,043627179;51,30556247
Mardi;09/01/2024;20240109;16:00:00;Open;Mobile;0,044292111;52,08752224
Mardi;09/01/2024;20240109;16:30:00;Open;Mobile;0,042761333;50,28732707
Mardi;09/01/2024;20240109;17:00:00;Open;Mobile;0,046516523;54,70343086
Mardi;09/01/2024;20240109;17:30:00;Open;Mobile;0,0462008;54,3321406
Mardi;09/01/2024;20240109;18:00:00;Open;Mobile;0,044698724;52,56569909
Mardi;09/01/2024;20240109;18:30:00;Open;Mobile;0,037910679;44,58295861
Mardi;09/01/2024;20240109;19:00:00;Open;Mobile;0,025310461;29,76510208
Mardi;09/01/2024;20240109;19:30:00;Open;Mobile;0,016460649;19,35772373
Mardi;09/01/2024;20240109;20:00:00;Open;Mobile;0;0
Mardi;09/01/2024;20240109;20:30:00;Open;Mobile;0;0
Mardi;09/01/2024;20240109;21:00:00;Open;Mobile;0;0
Mardi;09/01/2024;20240109;21:30:00;Open;Mobile;0;0
Mercredi;10/01/2024;20240110;08:00:00;Open;Mobile;0,021014715;25,49084882
Mercredi;10/01/2024;20240110;08:30:00;Open;Mobile;0,027620979;33,50424791
Mercredi;10/01/2024;20240110;09:00:00;Open;Mobile;0,043411913;52,65865081
Mercredi;10/01/2024;20240110;09:30:00;Open;Mobile;0,054237385;65,78994853
Mercredi;10/01/2024;20240110;10:00:00;Open;Mobile;0,060173935;72,99098276
Mercredi;10/01/2024;20240110;10:30:00;Open;Mobile;0,06102543;74,02384665
Mercredi;10/01/2024;20240110;11:00:00;Open;Mobile;0,058528348;70,99488624
Mercredi;10/01/2024;20240110;11:30:00;Open;Mobile;0,050362603;61,08983755
Mercredi;10/01/2024;20240110;12:00:00;Open;Mobile;0,038298157;46,45566484
Mercredi;10/01/2024;20240110;12:30:00;Open;Mobile;0,034289432;41,59308088
Mercredi;10/01/2024;20240110;13:00:00;Open;Mobile;0,036083313;43,76905819
Mercredi;10/01/2024;20240110;13:30:00;Open;Mobile;0,040082471;48,62003693
Mercredi;10/01/2024;20240110;14:00:00;Open;Mobile;0,042957464;52,10740323
Mercredi;10/01/2024;20240110;14:30:00;Open;Mobile;0,041785461;50,68576472
Mercredi;10/01/2024;20240110;15:00:00;Open;Mobile;0,042349936;51,37047225
Mercredi;10/01/2024;20240110;15:30:00;Open;Mobile;0,043627179;52,91976809
Mercredi;10/01/2024;20240110;16:00:00;Open;Mobile;0,044292111;53,72633034
Mercredi;10/01/2024;20240110;16:30:00;Open;Mobile;0,042761333;51,86949637
Mercredi;10/01/2024;20240110;17:00:00;Open;Mobile;0,046516523;56,4245422
Mercredi;10/01/2024;20240110;17:30:00;Open;Mobile;0,0462008;56,0415702
Mercredi;10/01/2024;20240110;18:00:00;Open;Mobile;0,044698724;54,21955186
Mercredi;10/01/2024;20240110;18:30:00;Open;Mobile;0,037910679;45,98565374
Mercredi;10/01/2024;20240110;19:00:00;Open;Mobile;0,025310461;30,70158914
Mercredi;10/01/2024;20240110;19:30:00;Open;Mobile;0,016460649;19,96676776
Mercredi;10/01/2024;20240110;20:00:00;Open;Mobile;0;0
Mercredi;10/01/2024;20240110;20:30:00;Open;Mobile;0;0
Mercredi;10/01/2024;20240110;21:00:00;Open;Mobile;0;0
Mercredi;10/01/2024;20240110;21:30:00;Open;Mobile;0;0
Jeudi;11/01/2024;20240111;08:00:00;Open;Mobile;0,021014715;21,8763179
Jeudi;11/01/2024;20240111;08:30:00;Open;Mobile;0,027620979;28,75343947
Jeudi;11/01/2024;20240111;09:00:00;Open;Mobile;0,043411913;45,19180173
Jeudi;11/01/2024;20240111;09:30:00;Open;Mobile;0,054237385;56,46111823
Jeudi;11/01/2024;20240111;10:00:00;Open;Mobile;0,060173935;62,641066
Jeudi;11/01/2024;20240111;10:30:00;Open;Mobile;0,06102543;63,52747269
Jeudi;11/01/2024;20240111;11:00:00;Open;Mobile;0,058528348;60,92801037
Jeudi;11/01/2024;20240111;11:30:00;Open;Mobile;0,050362603;52,42746981
Jeudi;11/01/2024;20240111;12:00:00;Open;Mobile;0,038298157;39,86838178
Jeudi;11/01/2024;20240111;12:30:00;Open;Mobile;0,034289432;35,6952986
Jeudi;11/01/2024;20240111;13:00:00;Open;Mobile;0,036083313;37,56272842
Jeudi;11/01/2024;20240111;13:30:00;Open;Mobile;0,040082471;41,72585197
Jeudi;11/01/2024;20240111;14:00:00;Open;Mobile;0,042957464;44,7187195
Jeudi;11/01/2024;20240111;14:30:00;Open;Mobile;0,041785461;43,49866535
Jeudi;11/01/2024;20240111;15:00:00;Open;Mobile;0,042349936;44,08628327
Jeudi;11/01/2024;20240111;15:30:00;Open;Mobile;0,043627179;45,4158933
Jeudi;11/01/2024;20240111;16:00:00;Open;Mobile;0,044292111;46,10808729
Jeudi;11/01/2024;20240111;16:30:00;Open;Mobile;0,042761333;44,51454718
Jeudi;11/01/2024;20240111;17:00:00;Open;Mobile;0,046516523;48,42370027
Jeudi;11/01/2024;20240111;17:30:00;Open;Mobile;0,0462008;48,09503262
Jeudi;11/01/2024;20240111;18:00:00;Open;Mobile;0,044698724;46,53137139
Jeudi;11/01/2024;20240111;18:30:00;Open;Mobile;0,037910679;39,46501693
Jeudi;11/01/2024;20240111;19:00:00;Open;Mobile;0,025310461;26,34818985
Jeudi;11/01/2024;20240111;19:30:00;Open;Mobile;0,016460649;17,13553606
Jeudi;11/01/2024;20240111;20:00:00;Open;Mobile;0;0
Jeudi;11/01/2024;20240111;20:30:00;Open;Mobile;0;0
Jeudi;11/01/2024;20240111;21:00:00;Open;Mobile;0;0
Jeudi;11/01/2024;20240111;21:30:00;Open;Mobile;0;0
Vendredi;12/01/2024;20240112;08:00:00;Open;Mobile;0,021014715;20,63644974
Vendredi;12/01/2024;20240112;08:30:00;Open;Mobile;0,027620979;27,12380169
Vendredi;12/01/2024;20240112;09:00:00;Open;Mobile;0,043411913;42,63049884
Vendredi;12/01/2024;20240112;09:30:00;Open;Mobile;0,054237385;53,26111249
Vendredi;12/01/2024;20240112;10:00:00;Open;Mobile;0,060173935;59,09080385
Vendredi;12/01/2024;20240112;10:30:00;Open;Mobile;0,06102543;59,92697231
Vendredi;12/01/2024;20240112;11:00:00;Open;Mobile;0,058528348;57,47483783
Vendredi;12/01/2024;20240112;11:30:00;Open;Mobile;0,050362603;49,45607623
Vendredi;12/01/2024;20240112;12:00:00;Open;Mobile;0,038298157;37,60879049
Vendredi;12/01/2024;20240112;12:30:00;Open;Mobile;0,034289432;33,67222212
Vendredi;12/01/2024;20240112;13:00:00;Open;Mobile;0,036083313;35,43381298
Vendredi;12/01/2024;20240112;13:30:00;Open;Mobile;0,040082471;39,3609862
Vendredi;12/01/2024;20240112;14:00:00;Open;Mobile;0,042957464;42,18422916
Vendredi;12/01/2024;20240112;14:30:00;Open;Mobile;0,041785461;41,03332313
Vendredi;12/01/2024;20240112;15:00:00;Open;Mobile;0,042349936;41,58763705
Vendredi;12/01/2024;20240112;15:30:00;Open;Mobile;0,043627179;42,84188975
Vendredi;12/01/2024;20240112;16:00:00;Open;Mobile;0,044292111;43,49485276
Vendredi;12/01/2024;20240112;16:30:00;Open;Mobile;0,042761333;41,99162856
Vendredi;12/01/2024;20240112;17:00:00;Open;Mobile;0,046516523;45,67922543
Vendredi;12/01/2024;20240112;17:30:00;Open;Mobile;0,0462008;45,36918543
Vendredi;12/01/2024;20240112;18:00:00;Open;Mobile;0,044698724;43,89414669
Vendredi;12/01/2024;20240112;18:30:00;Open;Mobile;0,037910679;37,22828687
Vendredi;12/01/2024;20240112;19:00:00;Open;Mobile;0,025310461;24,85487266
Vendredi;12/01/2024;20240112;19:30:00;Open;Mobile;0,016460649;16,16435774
Vendredi;12/01/2024;20240112;20:00:00;Open;Mobile;0;0
Vendredi;12/01/2024;20240112;20:30:00;Open;Mobile;0;0
Vendredi;12/01/2024;20240112;21:00:00;Open;Mobile;0;0
Vendredi;12/01/2024;20240112;21:30:00;Open;Mobile;0;0
Samedi;13/01/2024;20240113;08:00:00;Open;Mobile;0,021014715;12,25157862
Samedi;13/01/2024;20240113;08:30:00;Open;Mobile;0,027620979;16,10303094
Samedi;13/01/2024;20240113;09:00:00;Open;Mobile;0,043411913;25,30914544
Samedi;13/01/2024;20240113;09:30:00;Open;Mobile;0,054237385;31,62039571
